player_id,player_age,pa,hit,single,double,triple,home_run,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,isolated_power,babip,b_rbi,r_total_caught_stealing,r_total_stolen_base,b_foul,b_foul_tip,b_gnd_into_dp,b_hit_by_pitch,b_intent_walk,b_pinch_hit,b_pinch_run,b_sac_bunt,b_sac_fly,b_swinging_strike,r_run,xba,xslg,xwoba,xobp,xiso,xbadiff,xslgdiff,exit_velocity_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_best_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_percent,meatball_swing_percent,meatball_percent,iz_contact_percent,in_zone_percent,edge_percent,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,f_strike_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,sprint_speed
405395,41.5,323.5,74.0,45.0,8.5,0.0,20.5,15.45,6.35,0.253,0.49150000000000005,0.3145,0.23850000000000002,0.2375,59.0,1.0,1.5,225.0,10.0,13.5,7.5,2.0,11.5,0.0,0.0,4.0,106.5,35.5,0.259,0.47950000000000004,0.3435,0.3225,0.22049999999999997,-0.006,0.011999999999999999,90.75,31.9,10.55,5.45,22.05,26.7,32.85,2.45,43.5,101.389396208,63.55,11.65,33.35,38.55,61.45,52.599999999999994,70.8,7.15,88.35,47.400000000000006,43.099999999999994,21.5,47.650000000000006,49.2,29.299999999999997,21.4,57.6,42.05,28.1,19.95,9.9,22.6
408234,39.0,443.0,102.66666666666667,79.33333333333333,15.333333333333334,0.0,8.0,21.900000000000002,7.5,0.25566666666666665,0.35200000000000004,0.31433333333333335,0.09633333333333334,0.3153333333333333,50.666666666666664,0.0,0.3333333333333333,305.6666666666667,18.333333333333332,14.333333333333334,3.3333333333333335,1.0,4.333333333333333,0.0,0.0,5.666666666666667,190.66666666666666,31.333333333333332,0.23833333333333337,0.3713333333333333,0.297,0.3016666666666667,0.133,0.017333333333333333,-0.019333333333333334,90.13333333333333,34.06666666666667,5.733333333333334,6.6000000000000005,26.633333333333336,19.866666666666667,38.03333333333333,2.533333333333333,41.6,100.095473345,69.56666666666666,18.53333333333333,29.96666666666667,43.0,57.0,51.13333333333333,77.39999999999999,7.466666666666666,81.46666666666665,48.86666666666667,41.800000000000004,26.133333333333336,49.300000000000004,33.36666666666667,38.63333333333333,28.03333333333333,62.73333333333333,50.43333333333334,21.266666666666666,24.933333333333334,3.4,23.400000000000002
425877,38.5,371.5,83.5,62.0,13.5,0.0,8.0,15.75,3.5,0.23299999999999998,0.33599999999999997,0.265,0.103,0.2585,45.0,0.0,2.5,293.0,15.0,13.0,3.5,0.5,4.0,0.0,0.0,2.0,152.0,32.0,0.2425,0.367,0.28,0.27549999999999997,0.1245,-0.0095,-0.031,86.35,34.1,4.15,6.300000000000001,28.25,29.9,28.45,2.7,28.8,96.33664888749999,75.6,17.9,40.099999999999994,32.650000000000006,67.35,49.9,77.0,8.35,82.1,50.1,42.7,23.0,57.85,39.849999999999994,36.45,23.700000000000003,71.45,40.8,29.35,20.95,8.899999999999999,22.3
429664,39.0,104.0,15.0,13.0,1.0,0.0,1.0,24.0,3.8,0.15,0.19,0.183,0.04,0.189,4.0,0.0,0.0,88.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,44.0,5.0,0.209,0.299,0.237,0.239,0.09,-0.059,-0.109,88.2,29.3,4.0,4.0,22.7,22.7,40.0,6.7,41.3,100.261988108,77.3,12.8,40.0,44.0,56.0,55.0,72.0,6.5,87.2,45.0,45.8,24.9,56.8,38.7,24.0,37.3,58.7,54.7,18.7,20.0,6.7,24.4
435559,37.5,203.0,37.0,26.0,6.0,0.0,5.0,18.0,7.15,0.202,0.3185,0.28,0.11649999999999999,0.222,15.5,0.0,0.0,140.0,7.5,5.0,6.5,0.0,1.5,0.5,1.5,2.5,67.5,13.5,0.1975,0.2955,0.2595,0.277,0.0975,0.0045000000000000005,0.023,85.2,29.95,3.7,6.05,20.5,35.75,28.9,4.6,26.85,95.571138726,69.1,13.35,28.049999999999997,41.15,58.85,50.05,74.80000000000001,8.8,86.65,49.95,42.55,21.4,48.55,46.45,35.3,18.25,58.95,37.25,27.55,22.0,13.200000000000001,24.450000000000003
443558,41.0,414.3333333333333,92.0,61.666666666666664,14.0,0.6666666666666666,15.666666666666666,25.133333333333336,7.433333333333333,0.248,0.41100000000000003,0.31,0.163,0.3013333333333333,57.666666666666664,0.0,2.6666666666666665,276.3333333333333,19.333333333333332,10.666666666666666,4.333333333333333,4.0,7.333333333333333,0.0,0.0,4.333333333333333,228.0,46.0,0.249,0.4426666666666667,0.32666666666666666,0.315,0.19333333333333333,-0.001,-0.03166666666666667,92.06666666666668,31.166666666666668,10.700000000000001,6.566666666666666,23.933333333333334,21.733333333333334,33.833333333333336,2.8333333333333335,48.86666666666667,103.60931657933334,70.76666666666667,22.46666666666667,33.833333333333336,52.43333333333334,47.56666666666666,52.333333333333336,80.93333333333334,7.166666666666667,77.53333333333333,47.666666666666664,42.266666666666666,32.93333333333334,51.36666666666667,36.4,37.166666666666664,26.400000000000002,63.333333333333336,47.76666666666667,22.400000000000002,23.46666666666667,6.333333333333333,25.400000000000002
444482,34.0,483.3333333333333,112.66666666666667,71.33333333333333,28.333333333333332,4.0,9.0,19.166666666666668,7.233333333333333,0.25633333333333336,0.3993333333333333,0.3116666666666667,0.143,0.302,59.0,1.6666666666666667,2.3333333333333335,340.6666666666667,15.333333333333334,8.333333333333334,3.0,3.0,17.666666666666668,0.3333333333333333,0.0,4.666666666666667,184.66666666666666,47.666666666666664,0.25533333333333336,0.38133333333333336,0.305,0.31433333333333335,0.12633333333333333,0.0010000000000000002,0.018000000000000002,89.63333333333333,31.100000000000005,6.133333333333333,6.866666666666667,25.866666666666664,21.900000000000002,35.76666666666667,3.233333333333333,43.46666666666667,101.09203151366667,69.93333333333334,14.266666666666666,31.46666666666667,42.9,57.1,50.73333333333333,76.7,7.533333333333334,85.73333333333333,49.26666666666667,44.1,23.400000000000002,50.46666666666667,35.9,38.699999999999996,25.433333333333334,60.03333333333333,46.76666666666667,21.866666666666664,24.933333333333334,6.466666666666666,27.366666666666664
444489,34.0,208.0,34.0,15.0,6.0,0.0,13.0,18.3,10.6,0.189,0.439,0.293,0.25,0.162,33.0,0.0,0.0,119.0,4.0,4.0,5.0,0.0,15.0,0.0,0.0,1.0,70.0,27.0,0.219,0.441,0.331,0.32,0.222,-0.03,-0.002,86.5,32.2,10.5,5.6,18.2,32.2,28.0,4.9,32.2,97.71228493,62.0,11.9,24.7,52.5,47.5,51.1,67.3,6.1,88.1,48.9,43.6,23.8,42.9,44.8,37.1,18.2,62.0,38.5,32.9,18.2,10.5,25.1
444876,34.5,240.0,59.5,43.0,12.5,2.0,2.0,20.2,4.35,0.253,0.34299999999999997,0.30000000000000004,0.09,0.315,18.0,0.5,2.0,203.0,7.0,1.5,5.5,0.0,3.5,2.0,1.0,1.0,96.0,32.5,0.2405,0.313,0.271,0.2885,0.0725,0.0125,0.03,81.75,37.7,2.05,2.5999999999999996,27.45,28.25,30.1,9.6,19.2,93.1152328775,70.0,15.25,36.05,35.35,64.65,49.35,72.7,6.0,84.75,50.65,42.9,21.95,53.2,28.6,41.95,29.5,64.1,41.65,20.65,29.6,8.05,27.85
446334,36.0,275.3333333333333,59.333333333333336,33.666666666666664,13.0,0.0,12.666666666666666,27.366666666666664,10.266666666666666,0.24266666666666667,0.45166666666666666,0.3203333333333333,0.209,0.293,38.666666666666664,0.3333333333333333,0.3333333333333333,168.66666666666666,9.0,7.666666666666667,1.0,2.0,7.0,0.3333333333333333,0.0,2.6666666666666665,116.0,33.666666666666664,0.23866666666666667,0.4573333333333333,0.333,0.319,0.219,0.004,-0.005666666666666667,92.46666666666665,35.03333333333333,12.133333333333333,9.266666666666666,23.233333333333334,25.633333333333336,28.0,1.7666666666666668,51.03333333333333,101.934880373,61.70000000000001,21.03333333333333,24.666666666666668,44.699999999999996,55.300000000000004,50.300000000000004,74.66666666666667,7.8,78.96666666666665,49.699999999999996,42.56666666666666,27.833333333333332,43.199999999999996,41.86666666666667,35.03333333333333,23.066666666666666,61.6,38.86666666666667,31.3,23.400000000000002,6.433333333333334,25.900000000000002
452678,35.0,352.0,71.0,43.0,21.0,0.0,7.0,22.7,10.2,0.23,0.366,0.313,0.136,0.283,42.0,0.0,1.0,258.0,12.0,8.0,3.0,1.0,0.0,0.0,0.0,4.0,143.0,34.0,0.214,0.331,0.286,0.302,0.117,0.016,0.035,87.8,30.0,6.0,3.9,24.5,30.9,30.9,3.9,30.9,97.083983103,68.5,17.9,28.1,43.2,56.8,50.0,73.5,7.5,82.1,50.0,43.0,25.3,48.3,46.4,32.2,21.5,64.4,42.5,27.9,21.5,8.2,25.0
453568,35.0,524.0,126.33333333333333,85.33333333333333,23.666666666666668,5.0,12.333333333333334,15.933333333333332,8.066666666666668,0.271,0.42333333333333334,0.3426666666666667,0.15233333333333332,0.3053333333333333,65.33333333333333,0.6666666666666666,3.6666666666666665,354.0,20.0,8.0,10.0,1.6666666666666667,1.6666666666666667,0.0,1.3333333333333333,3.3333333333333335,162.66666666666666,64.33333333333333,0.272,0.4106666666666667,0.333,0.3446666666666667,0.139,-0.0010000000000000002,0.012666666666666666,86.73333333333333,36.1,5.433333333333334,4.233333333333333,27.5,26.133333333333336,31.333333333333332,5.133333333333334,33.53333333333333,98.130569539,67.93333333333334,14.700000000000001,28.900000000000002,34.36666666666667,65.63333333333334,49.26666666666667,75.83333333333333,7.733333333333333,85.3,50.73333333333333,43.86666666666667,20.400000000000002,48.699999999999996,41.4,36.86666666666667,21.766666666666666,60.666666666666664,42.73333333333333,23.900000000000002,26.0,7.366666666666667,27.666666666666668
455117,35.0,404.0,65.66666666666667,40.0,11.333333333333334,0.3333333333333333,14.0,31.533333333333335,8.066666666666666,0.18299999999999997,0.3333333333333333,0.25933333333333336,0.15033333333333335,0.23633333333333337,39.0,0.0,0.0,281.3333333333333,14.0,8.333333333333334,5.0,0.3333333333333333,29.333333333333332,0.0,5.333333333333333,1.0,224.0,37.666666666666664,0.18366666666666664,0.3313333333333333,0.26233333333333336,0.26066666666666666,0.14733333333333334,-0.0006666666666666664,0.002,88.26666666666667,31.733333333333334,7.433333333333333,6.733333333333333,21.933333333333334,29.833333333333332,27.366666666666664,6.599999999999999,37.800000000000004,98.613094349,65.5,21.566666666666666,29.03333333333333,55.46666666666667,44.53333333333333,49.4,75.3,7.8,78.43333333333334,50.6,41.6,31.8,47.43333333333334,42.666666666666664,33.199999999999996,24.133333333333336,64.03333333333335,39.833333333333336,31.133333333333336,21.766666666666666,7.266666666666667,23.2
455139,37.5,166.0,28.5,16.5,7.0,0.5,4.5,31.3,8.3,0.203,0.3705,0.2945,0.1675,0.276,18.5,0.0,0.5,120.0,6.0,3.0,4.5,0.0,7.5,0.0,1.0,0.5,98.5,11.5,0.1785,0.3215,0.268,0.27349999999999997,0.1425,0.0245,0.049,87.1,29.9,7.5,8.350000000000001,22.15,30.65,23.8,7.5,39.150000000000006,98.481525673,72.2,24.1,28.4,52.55,47.45,52.650000000000006,77.65,7.1000000000000005,75.94999999999999,47.349999999999994,39.3,32.849999999999994,49.2,48.0,32.2,19.8,62.400000000000006,38.15,31.25,18.450000000000003,12.2,24.299999999999997
456715,35.5,221.0,46.0,32.5,9.0,0.0,4.5,19.950000000000003,7.1,0.218,0.3175,0.28,0.09949999999999999,0.258,22.5,2.0,7.5,160.0,8.5,4.5,2.0,0.0,0.5,0.5,0.0,1.0,87.5,28.5,0.227,0.3175,0.2735,0.2885,0.0905,-0.009000000000000001,0.0,88.15,25.4,2.15,7.199999999999999,20.25,21.200000000000003,44.8,4.2,37.0,99.110335394,69.75,14.6,27.35,48.9,51.1,49.4,80.15,7.199999999999999,85.4,50.6,42.15,23.85,48.8,33.45,39.7,26.8,62.9,54.55,19.9,20.5,5.15,28.5
456781,34.0,366.0,92.0,66.66666666666667,19.666666666666668,0.3333333333333333,5.333333333333333,19.733333333333334,7.5,0.282,0.39333333333333337,0.3506666666666667,0.11133333333333334,0.3453333333333333,31.0,0.0,0.6666666666666666,285.6666666666667,16.666666666666668,7.0,9.0,1.3333333333333333,8.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,134.66666666666666,33.333333333333336,0.27566666666666667,0.418,0.3336666666666666,0.3453333333333333,0.14266666666666666,0.006333333333333334,-0.024666666666666667,88.93333333333334,39.666666666666664,6.5,6.933333333333334,30.566666666666666,21.599999999999998,30.666666666666668,3.266666666666666,40.5,99.0891854,67.53333333333335,13.766666666666666,30.400000000000002,40.9,59.1,50.06666666666666,75.93333333333334,7.833333333333333,86.23333333333333,49.93333333333334,41.333333333333336,22.2,48.86666666666667,33.833333333333336,40.53333333333333,25.666666666666668,66.10000000000001,42.76666666666667,24.53333333333333,29.2,3.533333333333333,25.8
457705,35.0,542.3333333333334,109.66666666666667,68.0,22.666666666666668,0.3333333333333333,18.666666666666668,21.833333333333332,13.266666666666666,0.2383333333333333,0.4083333333333334,0.3426666666666667,0.17,0.2773333333333334,64.0,3.3333333333333335,8.333333333333334,359.3333333333333,18.0,9.333333333333334,4.0,1.3333333333333333,2.6666666666666665,0.0,0.0,5.0,221.66666666666666,66.33333333333333,0.24533333333333332,0.4106666666666667,0.3373333333333333,0.351,0.16533333333333333,-0.006999999999999999,-0.0023333333333333335,89.16666666666667,34.5,8.133333333333333,7.333333333333333,23.8,25.900000000000002,30.833333333333332,3.6666666666666665,41.36666666666667,99.90179497133333,65.53333333333335,18.53333333333333,19.5,50.76666666666667,49.23333333333333,49.53333333333333,79.96666666666667,7.8,81.46666666666665,50.46666666666667,43.300000000000004,25.833333333333332,42.73333333333333,46.76666666666667,33.46666666666667,19.766666666666666,59.9,41.86666666666667,28.599999999999998,23.633333333333336,5.966666666666666,28.666666666666668
